duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,land,logged_in,is_guest_login,is_host_login,root_shell,su_attempted,protocol_type,service,flag,class
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9374374374374375,0.5175175175175175,1.0,1.0,0.0,0.0,0.002002002002002002,0.9554554554554555,0.0,1.0,0.11561561561561562,0.07807807807807807,0.8688688688688688,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,S0,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364364364364364,0.7642642642642643,0.0,0.0,1.0,1.0,0.010677344010677343,0.954954954954955,0.0,1.0,0.1006006006006006,0.06806806806806806,0.9034034034034033,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,REJ,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9592926259592927,0.5985985985985987,1.0,1.0,0.0,0.0,0.002002002002002002,0.954954954954955,0.0,1.0,0.07257257257257257,0.05405405405405406,0.8688688688688688,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,S0,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933933933933934,0.7272272272272272,1.0,1.0,0.0,0.0,0.009009009009009009,0.954954954954955,0.0,1.0,0.0920920920920921,0.06406406406406406,0.9034034034034033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,S0,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891891891891892,0.8018018018018018,1.0,1.0,0.0,0.0,0.005005005005005005,0.9544544544544545,0.0,1.0,0.10960960960960961,0.07507507507507508,0.8688688688688688,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,remote_job,S0,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9419419419419419,0.5745745745745745,1.0,1.0,0.0,0.0,0.003003003003003003,0.954954954954955,0.0,1.0,0.08608608608608609,0.05955955955955956,0.8883883883883884,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,S0,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727249553912821,0.6611611611611612,0.0,0.0,1.0,1.0,0.003003003003003003,0.954954954954955,0.0,1.0,0.08308308308308307,0.05955955955955956,0.9034034034034033,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,REJ,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706373039706373,0.3968968968968969,1.0,1.0,0.0,0.0,0.0012512512512512512,0.954954954954955,0.0,1.0,0.08608608608608609,0.05955955955955956,0.9034034034034033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,private,S0,anomaly
0.0,0.7752752752752752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186186186186187,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02352352352352352,0.1026026026026026,1.0,0.0,1.0,0.9784784784784785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,anomaly
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980980980980981,0.12362362362362363,1.0,1.0,0.0,0.0,0.0,0.954954954954955,0.0,1.0,0.012512512512512512,0.0,0.9034034034034033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,name,S0,anomaly
