dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_ftp_login,is_sm_ips_ports,service,proto,state,label
0.011027602021727038,0.01386748844375963,0.006887052341597796,0.0022911807257373997,0.0006904557215418033,2.8715826913852522e-05,0.24313725490196078,0.9921259842519685,1.6380600615643712e-06,0.0006454511711999387,0.013888888888888888,0.0027624309392265192,0.0012250864990436914,0.0012094243862932458,0.003319107656753149,0.0003827280494638515,1.0,0.937816034676169,0.4196817164932146,1.0,0.04341629438011063,0.02423879425924797,0.03843225387340521,0.035350101971448,0.09122085048010974,0.5,0.00041961669921875,0.08064516129032258,0.16666666666666666,0.022222222222222223,0.022222222222222223,0.0,0.06451612903225806,0.0,0.08333333333333333,0.021739130434782608,0.06557377049180328,0.0,0.0,http,tcp,FIN,0
0.025026204588137507,0.09090909090909091,0.011019283746556474,0.20126664501461514,0.00036235946889938246,4.994765385015704e-05,0.996078431372549,0.9921259842519685,6.68550828031437e-05,0.00015563118429379476,0.1875,0.0013812154696132596,0.00041747001728647767,0.0019131397039763014,0.001755241766480301,0.00044286913610168356,1.0,0.34969777546942243,0.43996401983506545,1.0,0.07991566136394043,0.03407286016820038,0.08530170611302375,0.7539089055064581,0.03017832647462277,0.0,0.0,0.03225806451612903,0.16666666666666666,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,http,tcp,FIN,0
0.00038231673675806846,0.060092449922958396,0.028925619834710745,0.007422716938793587,0.012203934663161437,0.0035311041794066876,0.12156862745098039,0.11417322834645668,0.00016178027928517963,0.3569363543154647,0.048611111111111105,0.019337016574585635,9.659520913811708e-06,1.0260830053088275e-05,2.7521945920576713e-05,0.0001270722273508932,1.0,0.13433659350127033,0.6427148023732259,1.0,0.00023859687569102776,0.00022615256871229202,8.284655502983793e-05,0.024473147518694765,0.3840877914951989,0.0,0.0,0.11290322580645161,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.08196721311475409,0.0,0.0,-,tcp,FIN,0
0.005563984353397132,0.04776579352850539,0.01652892561983471,0.010924444181995336,0.0028417703907667904,0.0001647500735057498,0.12156862745098039,0.11417322834645668,1.619698639782934e-05,0.005606511646886887,0.048611111111111105,0.009668508287292817,0.00017945368758414445,0.00027125093088035436,0.0004700082352477034,6.515515995014777e-05,1.0,0.37716428861386275,0.8777348680843502,1.0,0.0002989408442518202,0.000297569169358279,8.416157971285122e-05,0.06050305914343984,0.15637860082304525,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.06451612903225806,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,ssh,tcp,FIN,0
0.00039761673956306893,0.07550077041602467,0.03305785123966942,0.008958044229236175,0.0168917656146821,0.004065892707802322,0.12156862745098039,0.11417322834645668,0.00018831014932634729,0.4764804285651212,0.048611111111111105,0.024861878453038673,8.177115807135328e-06,9.306818164790922e-06,0.0,0.00010953250120628506,1.0,0.10663072677483794,0.6131970730751107,1.0,0.0003612698117784281,0.0002380553354866232,0.0002695800600177266,0.022433718558803533,0.46502057613168724,0.0,0.0,0.12903225806451613,0.0,0.08888888888888889,0.0,0.0,0.08064516129032258,0.0,0.0,0.06521739130434782,0.11475409836065574,0.0,0.0,-,tcp,FIN,0
0.007506718042898308,0.01386748844375963,0.005509641873278237,0.0022557500959579555,0.0005814363970878344,3.774397588676808e-05,0.24313725490196078,0.9921259842519685,2.3698004996257485e-06,0.0007762940913082395,0.013888888888888888,0.0027624309392265192,0.0008339418661370477,0.0010049574529615106,0.0018559858689279915,0.0003256294807584593,1.0,0.7142784821074141,0.6899240992963792,1.0,0.05987947880279155,0.035304558474008166,0.050416731322046916,0.034670292318150914,0.09602194787379972,0.5,0.000301361083984375,0.0967741935483871,0.16666666666666666,0.022222222222222223,0.022222222222222223,0.0,0.08064516129032258,0.0,0.08333333333333333,0.043478260869565216,0.08196721311475409,0.0,0.0,http,tcp,FIN,0
6.666667888889113e-08,0.0015408320493066256,0.0,0.0030588443709586937,0.0,0.24999999985000002,0.996078431372549,0.0,0.19910179640718562,0.0,0.0,0.0,6.66556551524355e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3426240652617267,0.0,0.0,0.0,0.6290322580645161,0.3333333333333333,0.2888888888888889,0.2888888888888889,0.0,0.6129032258064516,0.0,0.0,0.28260869565217395,0.6229508196721312,0.0,0.0,-,udp,INT,0
0.0003146500576858439,0.060092449922958396,0.028925619834710745,0.007422716938793587,0.012203934663161437,0.004290481452128556,0.12156862745098039,0.11417322834645668,0.00019657173933383234,0.4336968781232259,0.048611111111111105,0.019337016574585635,7.920908132643155e-06,8.809817959510264e-06,2.136071207315095e-05,9.751431192858748e-05,1.0,0.49035055729264815,0.996734371224125,1.0,0.00026440186224662983,0.0002532908769577671,8.810665376189113e-05,0.024473147518694765,0.3840877914951989,0.0,0.0,0.03225806451612903,0.0,0.04444444444444444,0.0,0.0,0.016129032258064516,0.0,0.0,0.043478260869565216,0.09836065573770492,0.0,0.0,-,tcp,FIN,0
0.004506567492870707,0.01386748844375963,0.004132231404958678,0.0015176119755528654,0.00013912942358887463,5.547460383357619e-05,0.996078431372549,0.9921259842519685,2.7017571912425152e-06,0.00029556464404646536,0.013888888888888888,0.0013812154696132596,0.00047544367337182573,0.0007906376661537148,0.0010711375390577516,0.00022671371257727244,1.0,0.36557124394076135,0.7192666146972753,1.0,0.0345957529756127,0.028244313334145895,0.018291993340715008,0.017675050985723997,0.030864197530864196,0.0,0.0,0.16129032258064518,0.16666666666666666,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.14516129032258063,0.0,0.0,0.043478260869565216,0.1475409836065574,0.0,0.0,-,tcp,FIN,0
1.6816669749722786e-05,0.0015408320493066256,0.0013774104683195593,0.0003011603531252768,8.410062172163317e-05,0.002973240825080278,0.12156862745098039,0.11417322834645668,9.643745321856287e-05,0.028641472291732542,0.0,0.0,1.33311310304871e-07,1.3110990906216708e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025152957171991844,0.05555555555555555,0.0,0.0,0.04838709677419355,0.0,0.06666666666666667,0.022222222222222223,0.0,0.03225806451612903,0.0,0.0,0.13043478260869568,0.01639344262295082,0.0,0.0,dns,udp,CON,0
0.0011500168775030945,0.07241910631741141,0.03443526170798898,0.008650978771147656,0.01715445027265214,0.0014057767917826699,0.12156862745098039,0.11417322834645668,6.285165022455089e-05,0.16744671589944668,0.048611111111111105,0.024861878453038673,2.435059394854637e-05,2.6150882781747705e-05,5.958685998127455e-05,0.00027796453907198574,1.0,0.8658692652620689,0.8779421201149651,1.0,0.00027710585562784926,0.00027757252117740263,7.561391927326477e-05,0.023113528212100613,0.45336076817558296,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.021739130434782608,0.08196721311475409,0.0,0.0,-,tcp,FIN,0
1.7250003162500578e-05,0.0015408320493066256,0.0013774104683195593,0.0003484011928312026,9.24068559657451e-05,0.0028985508143043476,0.12156862745098039,0.11417322834645668,0.0001055859375,0.0306797053703987,0.0,0.0,1.4997522409297985e-07,1.1237992205328607e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030591434398368453,0.061042524005486966,0.0,0.0,0.03225806451612903,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,dns,udp,CON,0
0.00010095001850750339,0.04776579352850539,0.01652892561983471,0.010924444181995336,0.0028417703907667904,0.00908040313075879,0.12156862745098039,0.11417322834645668,0.0008927167851796407,0.3090097860519214,0.048611111111111105,0.009668508287292817,3.3644441938191817e-06,4.324192100740359e-06,9.150557025927002e-06,1.17748380179074e-06,1.0,0.897968403294027,0.8990077704869636,1.0,0.00029536784611335217,0.000293760283990493,8.350406737134457e-05,0.06050305914343984,0.15637860082304525,0.0,0.0,0.03225806451612903,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ssh,tcp,FIN,0
0.0005979834429636312,0.10323574730354393,0.048209366391184574,0.011768874191738759,0.030868043009680917,0.0038183894675448316,0.12156862745098039,0.11417322834645668,0.00016501737930389222,0.5828278269416792,0.048611111111111105,0.03867403314917127,8.847038469244881e-06,9.602246249882e-06,0.0,0.00010315038004458547,1.0,0.45721158808310725,0.4600606002597058,1.0,0.00024891887031326855,0.00023853144615759646,8.284655502983793e-05,0.02107409925220938,0.5823045267489712,0.0,0.0,0.0967741935483871,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.13114754098360656,0.0,0.0,-,tcp,FIN,0
